GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
643988	9.23e-01	1.04e-01	0.6291	-1.6236621	-1.02143388	445.61	FNDC10	fibronectin type III domain containing 10
984	9.23e-01	1.58e-01	0.1296	1.4116272	0.18296858	1607.26	CDK11B	cyclin dependent kinase 11B
728642	9.23e-01	1.59e-01	0.1381	1.4073658	0.19435205	1196.13	CDK11A	cyclin dependent kinase 11A
112268218	9.23e-01	2.14e-01	0.6232	-1.2435566	-0.77496988	81.92	LOC112268218	uncharacterized LOC112268218
65220	9.23e-01	2.14e-01	0.5874	-1.2435681	-0.73041969	1669.59	NADK	NAD kinase
339456	9.23e-01	1.19e-01	0.6913	-1.5594087	-1.07795093	87.78	TMEM52	transmembrane protein 52
11079	9.23e-01	3.31e-01	0.2971	-0.9724232	-0.28886572	1087.8	RER1	retention in endoplasmic reticulum sorting receptor 1
127281	9.23e-01	3.33e-01	0.51	0.9672008	0.49331911	564.96	PRXL2B	peroxiredoxin like 2B
63976	9.23e-01	1.16e-01	0.7413	-1.5737199	-1.16653792	28.68	PRDM16	PR/SET domain 16
127262	9.23e-01	2.71e-01	0.247	-1.1019009	-0.27213193	604.33	TPRG1L	tumor protein p63 regulated 1 like
9731	9.23e-01	3.38e-01	0.3817	-0.9577061	-0.36555882	654.33	CEP104	centrosomal protein 104
26038	9.23e-01	2.73e-01	0.2757	-1.0956683	-0.30202322	62.5	CHD5	chromodomain helicase DNA binding protein 5
388591	9.23e-01	2.09e-01	0.6156	-1.2556121	-0.77289913	133.11	RNF207	ring finger protein 207
57449	9.23e-01	1.73e-01	0.2164	-1.3626581	-0.2948232	890.82	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
90326	9.23e-01	3.33e-01	0.2577	-0.9680277	-0.24948286	640.57	THAP3	THAP domain containing 3
80045	9.23e-01	1.99e-01	0.2738	-1.2856024	-0.35199297	172.3	GPR157	G protein-coupled receptor 157
84275	9.23e-01	2.59e-01	0.5824	-1.1287017	-0.65740208	390.12	SLC25A33	solute carrier family 25 member 33
22883	9.23e-01	1.49e-01	0.1183	-1.4434177	-0.17079436	4528.03	CLSTN1	calsyntenin 1
116362	9.23e-01	2.37e-01	0.7552	-1.1823804	-0.8929427	33.27	RBP7	retinol binding protein 7
10277	9.23e-01	2.57e-01	0.2776	1.132709	0.31443999	3782.91	UBE4B	ubiquitination factor E4B
23095	9.23e-01	2.00e-01	0.2139	1.2829404	0.27440632	6217.82	KIF1B	kinesin family member 1B
378708	9.23e-01	2.18e-01	0.4221	-1.231247	-0.51969302	128.43	CENPS	centromere protein S
5195	9.23e-01	2.72e-01	0.2125	-1.0987483	-0.23353295	536.63	PEX14	peroxisomal biogenesis factor 14
105376736	9.23e-01	1.45e-01	0.4548	1.4556903	0.66205375	15.49	EXOSC10-AS1	EXOSC10 antisense RNA 1
2475	9.23e-01	3.03e-01	0.4779	-1.0289631	-0.49170499	4605.73	MTOR	mechanistic target of rapamycin kinase
100873935	9.23e-01	2.94e-01	0.4535	-1.0493157	-0.47587856	34.3	MTOR-AS1	MTOR antisense RNA 1
57540	9.23e-01	1.40e-01	0.3911	1.4763261	0.57732639	159.77	DISP3	dispatched RND transporter family member 3
93611	9.23e-01	2.23e-01	0.3594	1.2183011	0.43789744	497.79	FBXO44	F-box protein 44
26270	9.23e-01	2.45e-01	0.7147	-1.1632946	-0.83137624	50.71	FBXO6	F-box protein 6
10459	9.23e-01	2.43e-01	0.1909	1.1684197	0.22299462	1967.91	MAD2L2	mitotic arrest deficient 2 like 2
374946	9.23e-01	1.74e-01	0.3783	1.3597046	0.51440275	784.67	DRAXIN	dorsal inhibitory axon guidance protein
284498	9.23e-01	2.17e-01	0.3733	-1.2356304	-0.46124325	91.94	C1orf167	chromosome 1 open reading frame 167
90231	9.23e-01	1.42e-01	0.4647	-1.4688046	-0.6825052	750.49	KIAA2013	KIAA2013
60672	9.23e-01	1.22e-01	0.7455	-1.5471726	-1.15347573	958.8	MIIP	migration and invasion inhibitory protein
55187	9.23e-01	2.92e-01	0.2291	-1.0543252	-0.24153643	1931.55	VPS13D	vacuolar protein sorting 13 homolog D
440563	9.23e-01	1.47e-01	0.3272	1.4516558	0.47495985	192.94	HNRNPCL2	heterogeneous nuclear ribonucleoprotein C like 2
10630	9.23e-01	2.33e-01	0.2876	-1.1913986	-0.34264532	1258.92	PDPN	podoplanin
107984919	9.23e-01	3.33e-01	0.7543	0.9672408	0.72961113	29.72	LOC107984919	
7799	9.23e-01	1.39e-01	0.1558	-1.4781139	-0.23021991	1025.48	PRDM2	PR/SET domain 2
1187	9.23e-01	2.73e-01	0.7435	-1.0968895	-0.81554781	26.11	CLCNKA	chloride voltage-gated channel Ka
128272	9.23e-01	3.27e-01	0.7569	0.9810997	0.74262812	694.78	ARHGEF19	Rho guanine nucleotide exchange factor 19
55707	9.23e-01	1.63e-01	0.1475	-1.3946978	-0.20568693	592.96	NECAP2	NECAP endocytosis associated 2
114819	9.23e-01	2.86e-01	0.5392	1.0670937	0.57537494	214.53	CROCCP3	CROCC pseudogene 3
55672	9.23e-01	2.53e-01	0.2493	-1.1418926	-0.28463188	471.73	NBPF1	NBPF member 1
105376794	9.23e-01	3.32e-01	0.4346	0.9694627	0.42129207	620.82	LOC105376794	
11209	9.23e-01	2.28e-01	0.4312	-1.2059622	-0.51995342	60.99	MST1P2	macrophage stimulating 1 pseudogene 2
107985736	9.23e-01	1.84e-01	0.5776	1.3275839	0.76685321	26.73	LOC107985736	uncharacterized LOC107985736
11223	9.23e-01	9.43e-02	0.5193	-1.6733608	-0.86901011	52.38	MST1L	macrophage stimulating 1 like (pseudogene)
23400	9.23e-01	2.70e-01	0.4087	-1.1033354	-0.45094492	1875.61	ATP13A2	ATPase cation transporting 13A2
101927895	9.23e-01	1.98e-01	0.4195	-1.2858717	-0.53940145	44.89	EMC1-AS1	EMC1 antisense RNA 1
832	9.23e-01	3.12e-01	0.1782	1.0106147	0.18006987	6844.02	CAPZB	capping actin protein of muscle Z-line subunit beta
4681	9.23e-01	1.23e-01	0.3971	-1.5415976	-0.61215028	58.72	NBL1	NBL1, DAN family BMP antagonist
255104	9.23e-01	3.02e-01	0.4016	-1.0323254	-0.4145908	159.31	TMCO4	transmembrane and coiled-coil domains 4
23252	9.23e-01	2.92e-01	0.4461	1.0546528	0.4704588	1418.45	OTUD3	OTU deubiquitinase 3
79594	9.23e-01	2.34e-01	0.3644	-1.1892789	-0.43331659	484.55	MUL1	mitochondrial E3 ubiquitin protein ligase 1
8672	9.23e-01	2.80e-01	0.4535	1.0792142	0.489443	4031.24	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
84224	9.23e-01	1.61e-01	0.1579	-1.4007671	-0.22124335	470.69	NBPF3	NBPF member 3
249	9.23e-01	2.46e-01	0.1603	1.160556	0.18599321	2194.39	ALPL	alkaline phosphatase, biomineralization associated
5909	9.23e-01	1.77e-01	0.1978	1.3509385	0.26716205	282.51	RAP1GAP	RAP1 GTPase activating protein
100996511	9.23e-01	2.09e-01	0.348	1.2561464	0.43714597	73.88	LINC01355	long intergenic non-protein coding RNA 1355
10236	9.23e-01	1.82e-01	0.154	1.3338954	0.20548172	6430.22	HNRNPR	heterogeneous nuclear ribonucleoprotein R
1870	9.23e-01	9.65e-02	0.4205	-1.6619172	-0.69876001	239.28	E2F2	E2F transcription factor 2
11313	9.23e-01	3.35e-01	0.1453	0.9645428	0.14019077	1364.56	LYPLA2	lysophospholipase 2
3155	9.23e-01	3.35e-01	0.2105	-0.9633777	-0.20275576	453.59	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase
57185	9.23e-01	1.72e-01	0.3738	-1.3649109	-0.51026518	347.71	NIPAL3	NIPA like domain containing 3
6006	9.23e-01	1.92e-01	0.155	1.3039272	0.20206158	576.64	RHCE	Rh blood group CcEe antigens
56181	9.23e-01	1.62e-01	0.3262	-1.3991532	-0.4564058	465.78	MTFR1L	mitochondrial fission regulator 1 like
646471	9.23e-01	2.65e-01	0.4535	-1.1153068	-0.50573876	63.87	LOC646471	uncharacterized LOC646471
79000	9.23e-01	2.55e-01	0.4704	-1.1394275	-0.53599762	389.47	AUNIP	aurora kinase A and ninein interacting protein
51042	9.23e-01	2.26e-01	0.5736	-1.2103087	-0.69428115	225.67	ZNF593	zinc finger protein 593
101928303	9.23e-01	2.21e-01	0.4296	-1.2233404	-0.52558047	19.73	ZPLD2P	zona pellucida like domain containing 2, pseudogene
91544	9.23e-01	3.00e-01	0.5794	-1.0370556	-0.60090568	121.99	UBXN11	UBX domain protein 11
1043	9.23e-01	1.79e-01	0.5471	-1.3437608	-0.73511755	28.43	CD52	CD52 molecule
55057	9.23e-01	1.48e-01	0.386	-1.4457443	-0.55811505	227.79	CRYBG2	crystallin beta-gamma domain containing 2
84243	9.23e-01	2.40e-01	0.1484	-1.1752998	-0.17437138	719.9	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18
2810	9.23e-01	2.33e-01	0.3109	-1.1931829	-0.37090709	116.76	SFN	stratifin
63906	9.23e-01	3.14e-01	0.37	-1.0074946	-0.37277561	261.43	GPATCH3	G-patch domain containing 3
115572	9.23e-01	1.54e-01	0.5949	-1.424436	-0.84745591	1569.05	TENT5B	terminal nucleotidyltransferase 5B
101928391	9.23e-01	2.43e-01	0.9277	-1.1673097	-1.08295919	18.7	LOC101928391	uncharacterized LOC101928391
23038	9.23e-01	2.47e-01	0.2235	-1.1580598	-0.25883607	941.53	WDTC1	WD and tetratricopeptide repeats 1
9064	9.23e-01	2.43e-01	0.4837	-1.16697	-0.56444642	331.43	MAP3K6	mitogen-activated protein kinase kinase kinase 6
199870	9.23e-01	3.31e-01	0.3926	-0.9728876	-0.38193328	315.39	FAM76A	family with sequence similarity 76 member A
9473	9.23e-01	1.66e-01	0.2753	-1.3867503	-0.38175274	179.79	THEMIS2	thymocyte selection associated family member 2
6118	9.23e-01	3.03e-01	0.3606	-1.0301715	-0.37143946	1121.9	RPA2	replication protein A2
54797	9.23e-01	2.32e-01	0.3023	-1.1956301	-0.36149788	280.14	MED18	mediator complex subunit 18
26768	9.23e-01	2.85e-01	0.6091	-1.0698146	-0.65163627	41.21	SNORA73B	small nucleolar RNA, H/ACA box 73B
85028	9.23e-01	1.42e-01	0.7596	-1.4684721	-1.11542766	530.9	SNHG12	small nucleolar RNA host gene 12
677838	9.23e-01	1.64e-01	1.1073	-1.3919018	-1.54123427	20.5	SNORA61	small nucleolar RNA, H/ACA box 61
677825	9.23e-01	2.22e-01	0.8374	-1.2206089	-1.02213478	21.33	SNORA44	small nucleolar RNA, H/ACA box 44
115273	9.23e-01	1.22e-01	0.6433	-1.5452726	-0.99413206	126.24	RAB42	RAB42, member RAS oncogene family
4985	9.23e-01	2.12e-01	0.5069	1.2474789	0.63237322	104.51	OPRD1	opioid receptor delta 1
2035	9.23e-01	2.60e-01	0.1087	1.1260818	0.12237543	3406.73	EPB41	erythrocyte membrane protein band 4.1
399474	9.23e-01	9.86e-02	0.4068	-1.6516436	-0.67183956	437.35	TMEM200B	transmembrane protein 200B
51102	9.23e-01	2.94e-01	0.3135	-1.0492336	-0.32891343	458.99	MECR	mitochondrial trans-2-enoyl-CoA reductase
9410	9.23e-01	2.45e-01	0.1793	1.1626245	0.20848671	1511.44	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
10657	9.23e-01	2.61e-01	0.3391	1.1232089	0.3808407	8171.09	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
339487	9.23e-01	2.26e-01	0.6167	-1.2109523	-0.74680249	484.44	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand
127544	9.23e-01	1.28e-01	0.7632	-1.5212292	-1.16095569	553.13	RNF19B	ring finger protein 19B
113451	9.23e-01	1.58e-01	0.3392	-1.4123312	-0.47911988	29.99	AZIN2	antizyme inhibitor 2
113444	9.23e-01	2.14e-01	0.3952	-1.2439261	-0.49155491	546.91	SMIM12	small integral membrane protein 12
9202	9.23e-01	1.48e-01	0.0997	1.446295	0.14412599	3661.79	ZMYM4	zinc finger MYM-type containing 4
79932	9.23e-01	1.36e-01	0.1544	-1.4897787	-0.23001042	2512.2	KIAA0319L	KIAA0319 like
63967	9.23e-01	2.99e-01	0.3365	-1.0395773	-0.34981899	1243.94	CLSPN	claspin
192669	9.23e-01	2.62e-01	0.1855	1.1215048	0.20802966	1998.48	AGO3	argonaute RISC catalytic component 3
27095	9.23e-01	2.88e-01	0.2311	1.0634167	0.24572181	971.21	TRAPPC3	trafficking protein particle complex subunit 3
79729	9.23e-01	2.35e-01	0.3495	-1.1878094	-0.41512403	975.33	SH3D21	SH3 domain containing 21
64960	9.23e-01	2.42e-01	0.1665	1.1710731	0.19503471	1085.14	MRPS15	mitochondrial ribosomal protein S15
80149	9.23e-01	2.94e-01	0.2818	-1.0493492	-0.29568815	161.53	ZC3H12A	zinc finger CCCH-type containing 12A
55143	9.23e-01	2.32e-01	0.1481	1.1958587	0.17715739	1433.93	CDCA8	cell division cycle associated 8
79693	9.23e-01	1.59e-01	0.6936	-1.4069817	-0.97583154	511.61	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing
127687	9.23e-01	2.78e-01	0.4062	-1.0853741	-0.44083795	508.5	C1orf122	chromosome 1 open reading frame 122
4520	9.23e-01	3.06e-01	0.2052	-1.0232893	-0.20993067	498.76	MTF1	metal regulatory transcription factor 1
10946	9.23e-01	2.91e-01	0.2352	1.0560315	0.24839142	3372.56	SF3A3	splicing factor 3a subunit 3
5453	9.23e-01	2.97e-01	0.9314	1.0438014	0.9722012	1218.89	POU3F1	POU class 3 homeobox 1
107984943	9.23e-01	2.47e-01	1.0774	1.1577113	1.24734439	13.14	LOC107984943	uncharacterized LOC107984943
64121	9.23e-01	3.09e-01	0.5901	-1.016902	-0.60003995	594.54	RRAGC	Ras related GTP binding C
4725	9.23e-01	2.88e-01	0.193	1.0629339	0.20515992	2314.94	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
51440	9.23e-01	3.24e-01	1.2753	0.9852845	1.25658023	94.3	HPCAL4	hippocalcin like 4
656	9.23e-01	2.51e-01	0.8072	-1.1475628	-0.92629761	46.41	BMP8B	bone morphogenetic protein 8b
5538	9.23e-01	2.67e-01	0.2292	1.1102217	0.25448674	3377.83	PPT1	palmitoyl-protein thioesterase 1
10269	9.23e-01	2.25e-01	0.6146	-1.2140968	-0.74614121	931.86	ZMPSTE24	zinc metallopeptidase STE24
64744	9.23e-01	1.57e-01	0.3931	-1.4145201	-0.55602678	166.71	SMAP2	small ArfGAP2
339559	9.23e-01	1.66e-01	0.2633	-1.3837547	-0.36432045	142.08	ZFP69	ZFP69 zinc finger protein
64789	9.23e-01	2.03e-01	0.5703	-1.2738678	-0.72647089	91.6	EXO5	exonuclease 5
163732	9.23e-01	1.51e-01	0.2813	-1.4356907	-0.40389581	214.3	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
22887	9.23e-01	1.95e-01	0.2095	1.294585	0.27117372	1708.05	FOXJ3	forkhead box J3
728621	9.23e-01	1.03e-01	0.3245	-1.6300072	-0.52887121	43.62	CCDC30	coiled-coil domain containing 30
79717	9.23e-01	1.43e-01	0.356	-1.4655095	-0.5216511	508.65	PPCS	phosphopantothenoylcysteine synthetase
4904	9.23e-01	1.51e-01	0.225	1.4346315	0.32274416	17604.13	YBX1	Y-box binding protein 1
374969	9.23e-01	2.49e-01	0.4037	1.153611	0.46575732	292.95	SVBP	small vasohibin binding protein
64834	9.23e-01	1.55e-01	0.4249	-1.4221122	-0.60429762	337.38	ELOVL1	ELOVL fatty acid elongase 1
107984947	9.23e-01	2.65e-01	0.5463	-1.1148118	-0.60907712	13.87	MED8-AS1	MED8 antisense RNA 1
100873952	9.23e-01	1.05e-01	0.4592	-1.6206068	-0.74413297	21.68	SZT2-AS1	SZT2 antisense RNA 1
81888	9.23e-01	3.36e-01	0.2703	-0.9617144	-0.25995576	133.71	HYI	hydroxypyruvate isomerase (putative)
5792	9.23e-01	3.12e-01	0.257	-1.0107306	-0.25980045	10445.7	PTPRF	protein tyrosine phosphatase receptor type F
100132774	9.23e-01	2.95e-01	0.5883	-1.0467869	-0.61581355	124.41	KDM4A-AS1	KDM4A antisense RNA 1
105378688	9.23e-01	2.71e-01	0.6178	1.0996679	0.67940944	12.53	LINC02918	long intergenic non-protein coding RNA 2918
101929609	9.23e-01	2.90e-01	0.5327	-1.0575157	-0.56338605	42.78	LOC101929609	uncharacterized LOC101929609
9670	9.23e-01	1.36e-01	0.3755	-1.4891545	-0.55921851	445.65	IPO13	importin 13
6536	9.23e-01	2.04e-01	0.7774	-1.2689086	-0.98647557	276.13	SLC6A9	solute carrier family 6 member 9
8643	9.23e-01	9.69e-02	0.8127	-1.6602246	-1.34924417	16.47	PTCH2	patched 2
79654	9.23e-01	2.06e-01	0.3256	-1.2634202	-0.41141567	847.47	HECTD3	HECT domain E3 ubiquitin protein ligase 3
114034	9.23e-01	2.77e-01	0.5615	-1.0867323	-0.61015016	138.54	TOE1	target of EGR1, exonuclease
25974	9.23e-01	1.80e-01	0.6529	-1.3418846	-0.87617375	4015.64	MMACHC	metabolism of cobalamin associated C
5052	9.23e-01	2.60e-01	0.7187	-1.1252875	-0.8087375	16633.22	PRDX1	peroxiredoxin 1
10327	9.23e-01	2.37e-01	0.4346	-1.1824158	-0.51386983	2935.41	AKR1A1	aldo-keto reductase family 1 member A1
110117499	9.23e-01	1.16e-01	0.3148	-1.5719215	-0.49477176	205.66	P3R3URF-PIK3R3	P3R3URF-PIK3R3 readthrough
8503	9.23e-01	1.15e-01	0.3254	-1.5754163	-0.51260577	241.16	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
8438	9.23e-01	1.98e-01	0.2568	-1.2864464	-0.33041689	1058	RAD54L	RAD54 like
7388	9.23e-01	2.05e-01	0.7117	-1.2679102	-0.90231075	4287.81	UQCRH	ubiquinol-cytochrome c reductase hinge protein
387338	9.23e-01	1.83e-01	0.5003	-1.3330008	-0.66691163	682.08	NSUN4	NOP2/Sun RNA methyltransferase 4
729041	9.23e-01	1.78e-01	0.6818	-1.3470428	-0.91842271	12.63	FAAHP1	fatty acid amide hydrolase pseudogene 1
100507423	9.23e-01	1.64e-01	0.5136	-1.3911994	-0.71453051	21.81	MKNK1-AS1	MKNK1 antisense RNA 1
8569	9.23e-01	1.62e-01	0.2965	-1.398208	-0.41457414	341.17	MKNK1	MAPK interacting serine/threonine kinase 1
100130197	9.23e-01	1.46e-01	0.475	-1.4532808	-0.69034453	26.6	EFCAB14-AS1	EFCAB14 antisense RNA 1
9813	9.23e-01	1.42e-01	0.3854	-1.4692224	-0.56631122	1869.86	EFCAB14	EF-hand calcium binding domain 14
6491	9.23e-01	3.19e-01	0.4207	-0.9958399	-0.41894951	1453.04	STIL	STIL centriolar assembly protein
4898	9.23e-01	1.97e-01	0.5051	-1.2899169	-0.65147704	7419.2	NRDC	nardilysin convertase
105378721	9.23e-01	1.82e-01	0.4851	-1.3341874	-0.64717081	211.74	LOC105378721	
51060	9.23e-01	2.33e-01	0.5976	-1.1938625	-0.71346119	2641.93	TXNDC12	thioredoxin domain containing 12
91408	9.23e-01	2.47e-01	0.114	1.1573538	0.13197143	2388.67	BTF3L4	basic transcription factor 3 like 4
9372	9.23e-01	2.35e-01	0.4581	-1.1874774	-0.54402221	1587.18	ZFYVE9	zinc finger FYVE-type containing 9
200014	9.23e-01	1.59e-01	0.4854	-1.4071263	-0.68308511	617.97	CC2D1B	coiled-coil and C2 domain containing 1B
23318	9.23e-01	3.18e-01	0.2058	-0.9983842	-0.20551271	2080.11	TUT4	terminal uridylyl transferase 4
2882	9.23e-01	1.81e-01	0.3895	-1.3384661	-0.52126849	82.27	GPX7	glutathione peroxidase 7
65260	9.23e-01	1.26e-01	0.6118	-1.5315068	-0.93704713	1082.66	COA7	cytochrome c oxidase assembly factor 7
7804	9.23e-01	1.72e-01	0.4295	1.3671281	0.58721534	2203.24	LRP8	LDL receptor related protein 8
105378726	9.23e-01	9.57e-02	0.5464	1.6658801	0.91027489	54.52	LOC105378726	uncharacterized LOC105378726
51668	9.23e-01	2.36e-01	0.4776	1.1852207	0.56600982	321.84	HSPB11	heat shock protein family B (small) member 11
26027	9.23e-01	1.95e-01	0.4913	-1.2955903	-0.63658567	211.46	ACOT11	acyl-CoA thioesterase 11
25973	9.23e-01	1.63e-01	0.344	-1.3959515	-0.48017388	257.81	PARS2	prolyl-tRNA synthetase 2, mitochondrial
23358	9.23e-01	2.92e-01	0.1737	1.0547434	0.18319026	3020.57	USP24	ubiquitin specific peptidase 24
8613	9.23e-01	1.78e-01	0.3014	1.3478702	0.40618414	499.39	PLPP3	phospholipid phosphatase 3
114803	9.23e-01	1.93e-01	0.3247	-1.3007402	-0.42234661	4336.37	MYSM1	Myb like, SWIRM and MPN domains 1
10207	9.23e-01	2.42e-01	0.1734	-1.1698163	-0.20283494	2182.82	PATJ	PATJ crumbs cell polarity complex component
79819	9.23e-01	2.83e-01	0.4702	1.0745696	0.50531381	22.75	DNAI4	dynein axonemal intermediate chain 4
57708	9.23e-01	2.93e-01	0.1241	1.0517255	0.13055814	1403.76	MIER1	MIER1 transcriptional regulator
23169	9.23e-01	1.23e-01	0.4105	-1.5435718	-0.63370897	202.04	SLC35D1	solute carrier family 35 member D1
26135	9.23e-01	3.00e-01	0.1874	1.0368319	0.19432438	20277.26	SERBP1	SERPINE1 mRNA binding protein 1
1647	9.23e-01	2.82e-01	0.3852	-1.0755074	-0.41432141	386.02	GADD45A	growth arrest and DNA damage inducible alpha
55635	9.23e-01	2.18e-01	0.3388	1.2327966	0.41766993	1985.4	DEPDC1	DEP domain containing 1
1491	9.23e-01	2.00e-01	0.6487	-1.2824086	-0.83190489	900.99	CTH	cystathionine gamma-lyase
100132618	9.23e-01	1.85e-01	0.1781	1.3246121	0.23589028	202.45	ZRANB2-AS1	ZRANB2 antisense RNA 1
9406	9.23e-01	1.21e-01	0.2041	1.5489696	0.3160919	3510.55	ZRANB2	zinc finger RANBP2-type containing 2
105378797	9.23e-01	1.66e-01	0.9025	1.3867793	1.25158709	12.11	LOC105378797	uncharacterized LOC105378797
8790	9.23e-01	1.88e-01	0.409	-1.3170352	-0.53871755	148.88	FPGT	fucose-1-phosphate guanylyltransferase
1429	9.23e-01	2.49e-01	0.2719	1.1518818	0.3132167	411.73	CRYZ	crystallin zeta
26804	9.23e-01	1.08e-01	0.6183	-1.607611	-0.9940021	14.96	SNORD45B	small nucleolar RNA, C/D box 45B
26289	9.23e-01	2.87e-01	0.3739	1.0641238	0.39786134	84.54	AK5	adenylate kinase 5
23032	9.23e-01	1.73e-01	0.268	1.3635951	0.36540541	2701.16	USP33	ubiquitin specific peptidase 33
8880	9.23e-01	1.02e-01	0.4819	1.6353663	0.78808031	6175.16	FUBP1	far upstream element binding protein 1
11080	9.23e-01	3.25e-01	0.5573	-0.9849143	-0.54893893	632.77	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
107985037	9.23e-01	3.24e-01	0.5234	-0.9858089	-0.51599757	18.58	LOC107985037	
84144	9.23e-01	2.75e-01	0.2034	-1.0914768	-0.22197769	341.77	SYDE2	synapse defective Rho GTPase homolog 2
8915	9.23e-01	2.71e-01	0.2407	-1.1009077	-0.26496534	434.53	BCL10	BCL10 immune signaling adaptor
8543	9.23e-01	1.96e-01	0.3589	-1.2919251	-0.46365592	1274.66	LMO4	LIM domain only 4
2959	9.23e-01	1.89e-01	0.5359	-1.3144264	-0.70435106	356.44	GTF2B	general transcription factor IIB
105378853	9.23e-01	3.07e-01	0.4165	-1.0213254	-0.4253569	45.17	LINC02609	long intergenic non-protein coding RNA 2609
8317	9.23e-01	1.35e-01	0.3086	1.4962228	0.46180565	1846.27	CDC7	cell division cycle 7
102723436	9.23e-01	2.52e-01	0.6181	1.1451791	0.70782178	19.88	LOC102723436	uncharacterized LOC102723436
646817	9.23e-01	1.44e-01	0.194	1.4605259	0.28328206	730.08	SETSIP	SET like protein
284697	9.23e-01	1.15e-01	0.2884	-1.5750459	-0.45421184	49.77	BTBD8	BTB domain containing 8
11146	9.23e-01	1.39e-01	0.192	1.4788892	0.28391904	625.09	GLMN	glomulin, FKBP associated protein
22823	9.23e-01	1.94e-01	0.1762	1.2990898	0.22889144	3062.27	MTF2	metal response element binding transcription factor 2
50999	9.23e-01	1.06e-01	0.7607	-1.61486	-1.22848189	1484.2	TMED5	transmembrane p24 trafficking protein 5
54874	9.23e-01	1.21e-01	0.1505	1.550674	0.23332579	4777.65	FNBP1L	formin binding protein 1 like
126969	9.23e-01	1.18e-01	0.8411	-1.5627061	-1.31431482	43.79	SLC44A3	solute carrier family 44 member 3
58155	9.23e-01	1.70e-01	0.5952	1.3717919	0.81649587	1567.15	PTBP2	polypyrimidine tract binding protein 2
9890	9.23e-01	1.79e-01	0.8102	1.344648	1.08942435	24.71	PLPPR4	phospholipid phosphatase related 4
391059	9.23e-01	2.84e-01	0.4616	-1.071769	-0.49470131	181.41	FRRS1	ferric chelate reductase 1
2135	9.23e-01	2.68e-01	0.4134	1.1071943	0.45768294	1093.57	EXTL2	exostosin like glycosyltransferase 2
280	9.23e-01	2.98e-01	0.4895	-1.0416123	-0.50990049	85.39	AMY2B	amylase alpha 2B
55170	9.23e-01	3.17e-01	0.175	-1.0008951	-0.17518843	549.14	PRMT6	protein arginine methyltransferase 6
284611	9.23e-01	2.21e-01	0.6934	-1.2231285	-0.84813086	1387.23	EEIG2	EEIG family member 2
55119	9.23e-01	3.11e-01	0.2427	1.0135763	0.24596871	3060.54	PRPF38B	pre-mRNA processing factor 38B
677766	9.23e-01	1.29e-01	0.9386	-1.519612	-1.42625841	12.88	SCARNA2	small Cajal body-specific RNA 2
57535	9.23e-01	1.51e-01	0.4117	1.4377394	0.59195943	27.57	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1
6301	9.23e-01	2.27e-01	0.6019	-1.207829	-0.72694468	3351.45	SARS1	seryl-tRNA synthetase 1
84722	9.23e-01	3.37e-01	0.3747	-0.9600273	-0.35971665	1625.01	PSRC1	proline and serine rich coiled-coil 1
6272	9.23e-01	2.06e-01	0.4056	-1.2641364	-0.51276467	2046.08	SORT1	sortilin 1
5686	9.23e-01	2.30e-01	0.215	1.2000114	0.25804599	2440.13	PSMA5	proteasome 20S subunit alpha 5
284613	9.23e-01	3.17e-01	0.45	-1.0004535	-0.45019704	155.97	CYB561D1	cytochrome b561 family member D1
